source_index,annotator,test_row_id,referent,EN_source_sentence,EN_masculine_sentence,EN_feminine_sentence,rating,decision,judge_decision,eval_strategy_label
482,annotator_2,442.0,clerk,The darkly humorous short novel by Nicolai Gogol (1842) tells of the life of a lowly and impoverished government clerk whose existence is briefly transformed by a new coat.,"The darkly humorous short novel by Nicolai Gogol (1842) tells of the life of a lowly and impoverished government clerk, Mr. Davis, whose existence is briefly transformed by a new coat.","The darkly humorous short novel by Nicolai Gogol (1842) tells of the life of a lowly and impoverished government clerk, Mrs. Davis, whose existence is briefly transformed by a new coat.",good,accept,accept,title_insertion
483,annotator_2,443.0,entrepreneur,"As an entrepreneur, an idea can hit at any time — and when it does, you have to be ready.","As an entrepreneur, sir, an idea can hit at any time — and when it does, you have to be ready.","As an entrepreneur, ma'am, an idea can hit at any time — and when it does, you have to be ready.",meh,accept,accept,sir_maam
484,annotator_2,444.0,assistant,I currently volunteer with the Alberta Institute for Wildlife Conservation as a rescue driver and educational assistant.,I currently volunteer with the Alberta Institute for Wildlife Conservation as a rescue driver and male educational assistant.,I currently volunteer with the Alberta Institute for Wildlife Conservation as a rescue driver and female educational assistant.,meh,accept,accept,adjective
485,annotator_2,445.0,partner,Your vows are a reflection of the strength of your commitment to your partner.,Your vows are a reflection of the strength of your commitment to your boyfriend.,Your vows are a reflection of the strength of your commitment to your girlfriend.,good,accept,accept,referent_swap
486,annotator_2,446.0,florist,"Guys, I think I've found my new calling in life - I think I want to be a florist.","Guys, he thinks he's found his new calling in life - he thinks he wants to be a florist.","Guys, she thinks she's found her new calling in life - she thinks she wants to be a florist.",good,accept,accept,pronoun_swap
487,annotator_2,447.0,amateur,"Whether you are an amateur or a professional gardener, we aim to provide you some of the best resources, best places to buy exotic plants online as well as where the best places around the country to buy the more tropical and exotic plants.","Whether you are an amateur or a professional gardener, sir, we aim to provide you some of the best resources, best places to buy exotic plants online as well as where the best places around the country to buy the more tropical and exotic plants.","Whether you are an amateur or a professional gardener, ma'am, we aim to provide you some of the best resources, best places to buy exotic plants online as well as where the best places around the country to buy the more tropical and exotic plants.",good,accept,accept,sir_maam
488,annotator_2,448.0,counselor,So the counselor suggested that we move to the 'burbs.,"So the counselor suggested that we move to the 'burbs, and he was quite insistent about it.","So the counselor suggested that we move to the 'burbs, and she was quite insistent about it.",good,accept,accept,pronoun_insertion
489,annotator_2,449.0,protege,"Our design' s for plumes and pearls, and nothing is going to come between me and my protege.","Our design' s for plumes and pearls, and nothing is going to come between me and my protege, my son.","Our design' s for plumes and pearls, and nothing is going to come between me and my protege, my daughter.",good,accept,accept,relational_insertion
490,annotator_2,450.0,tourist,That was an amateur video shot earlier today by a tourist.,"That was an amateur video shot earlier today by a tourist, Mr. Garcia.","That was an amateur video shot earlier today by a tourist, Mrs. Garcia.",good,accept,accept,title_insertion
491,annotator_2,451.0,scientist,"I met a dashing, handsome...... genius scientist...... and three months later, I was married.","I met a dashing, handsome...... genius scientist...... and three months later, I was married to him.","I met a dashing, beautiful...... genius scientist...... and three months later, I was married to her.",good,accept,accept,combination
492,annotator_2,452.0,governor,"Conceived out of the conservative Heritage Foundation’s ideas and an early experiment in Massachusetts under a Republican governor, President Obama’s signature legislative achievement could very well survive its most recent judiciary challenge.","Conceived out of the conservative Heritage Foundation's ideas and an early experiment in Massachusetts under a Republican governor, Mr. Martinez, President Obama's signature legislative achievement could very well survive its most recent judiciary challenge.","Conceived out of the conservative Heritage Foundation's ideas and an early experiment in Massachusetts under a Republican governor, Mrs. Martinez, President Obama's signature legislative achievement could very well survive its most recent judiciary challenge.",good,accept,accept,title_insertion
493,annotator_2,453.0,minister,The health minister said ” The opposition was trying to take political mileage over the situation “.,"The health minister, Mr. Garcia, said "" The opposition was trying to take political mileage over the situation "".","The health minister, Mrs. Garcia, said "" The opposition was trying to take political mileage over the situation "".",good,accept,accept,title_insertion
494,annotator_2,454.0,helper,When applying for staff you will always start out as a helper.,"When applying for staff, sir, you will always start out as a helper.","When applying for staff, ma'am, you will always start out as a helper.",good,accept,accept,sir_maam
495,annotator_2,455.0,researcher,"The petition was supported by a letter from five other scientists, including two former members of the National Toxicology Program and one researcher still working there.","The petition was supported by a letter from five other scientists, including two former members of the National Toxicology Program and one researcher, Mr. Chen, still working there.","The petition was supported by a letter from five other scientists, including two former members of the National Toxicology Program and one researcher, Mrs. Chen, still working there.",good,accept,accept,title_insertion
496,annotator_2,456.0,client,The first of these has now settled and substantial damages have been recovered for the client.,"The first of these has now settled and substantial damages have been recovered for the client, Mr. Fitzgerald.","The first of these has now settled and substantial damages have been recovered for the client, Mrs. Fitzgerald.",good,accept,accept,title_insertion
497,annotator_2,457.0,photographer,"Our club photographer was there to capture the best of the action, click above to view a full gallery.","Our club photographer was there to capture the best of the action, click above to view his full gallery.","Our club photographer was there to capture the best of the action, click above to view her full gallery.",good,accept,accept,pronoun_insertion
